BFS_NR_GEMEINDE;GEMEINDE_NAME;BEZIRK_NR;BEZIRK_NAME;JAHR;ANZAHL_PERSONEN
4946;Weinfelden;2015;Bezirk Weinfelden;2014;10948
4951;Wigoltingen;2015;Bezirk Weinfelden;2014;2315
4461;Amriswil;2011;Bezirk Arbon;2013;12636
4401;Arbon;2011;Bezirk Arbon;2013;14028
4421;Horn;2011;Bezirk Arbon;2013;2594
4426;Kesswil;2011;Bezirk Arbon;2013;984
4431;Roggwil;2011;Bezirk Arbon;2013;2867
4545;Diessenhofen;2012;Bezirk Frauenfeld;2013;3547
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2013;2601
4566;Frauenfeld;2012;Bezirk Frauenfeld;2013;24221
4816;Homburg;2012;Bezirk Frauenfeld;2013;1476
4546;Schlatt;2012;Bezirk Frauenfeld;2013;1626
4611;Thundorf;2012;Bezirk Frauenfeld;2013;1340
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2013;1074
4641;Altnau;2013;Bezirk Kreuzlingen;2013;2151
4651;Gottlieben;2013;Bezirk Kreuzlingen;2013;302
4656;Güttingen;2013;Bezirk Kreuzlingen;2013;1481
4683;Lengwil;2013;Bezirk Kreuzlingen;2013;1482
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2013;3113
4851;Salenstein;2013;Bezirk Kreuzlingen;2013;1290
4726;Fischingen;2014;Bezirk Münchwilen;2013;2540
4751;Rickenbach;2014;Bezirk Münchwilen;2013;2688
4786;Wilen;2014;Bezirk Münchwilen;2013;2249
4901;Birwinken;2015;Bezirk Weinfelden;2013;1317
4921;Bussnang;2015;Bezirk Weinfelden;2013;2184
4476;Erlen;2015;Bezirk Weinfelden;2013;3263
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2013;1896
4495;Hohentannen;2015;Bezirk Weinfelden;2013;618
4941;Märstetten;2015;Bezirk Weinfelden;2013;2710
4946;Weinfelden;2015;Bezirk Weinfelden;2013;10809
4791;Wuppenau;2015;Bezirk Weinfelden;2013;1097
4406;Dozwil;2011;Bezirk Arbon;2013;664
4416;Hefenhofen;2011;Bezirk Arbon;2013;1234
4436;Romanshorn;2011;Bezirk Arbon;2013;10435
4446;Sommeri;2011;Bezirk Arbon;2013;505
4801;Berlingen;2012;Bezirk Frauenfeld;2013;861
4806;Eschenz;2012;Bezirk Frauenfeld;2013;1675
4811;Herdern;2012;Bezirk Frauenfeld;2013;986
4821;Hüttwilen;2012;Bezirk Frauenfeld;2013;1579
4841;Pfyn;2012;Bezirk Frauenfeld;2013;1929
4606;Stettfurt;2012;Bezirk Frauenfeld;2013;1142
4846;Raperswilen;2013;Bezirk Kreuzlingen;2013;393
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2013;4263
4551;Aadorf;2014;Bezirk Münchwilen;2013;8413
4716;Bettwiesen;2014;Bezirk Münchwilen;2013;1145
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2013;2741
4723;Braunau;2014;Bezirk Münchwilen;2013;725
4724;Eschlikon;2014;Bezirk Münchwilen;2013;4156
4741;Lommis;2014;Bezirk Münchwilen;2013;1166
4746;Münchwilen;2014;Bezirk Münchwilen;2013;5050
4761;Sirnach;2014;Bezirk Münchwilen;2013;7387
4891;Berg;2015;Bezirk Weinfelden;2013;3237
4471;Bischofszell;2015;Bezirk Weinfelden;2013;5625
4506;Sulgen;2015;Bezirk Weinfelden;2013;3607
4951;Wigoltingen;2015;Bezirk Weinfelden;2013;2253
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2013;2164
4411;Egnach;2011;Bezirk Arbon;2013;4445
4441;Salmsach;2011;Bezirk Arbon;2013;1342
4451;Uttwil;2011;Bezirk Arbon;2013;1807
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2013;1738
4571;Gachnang;2012;Bezirk Frauenfeld;2013;3597
4590;Hüttlingen;2012;Bezirk Frauenfeld;2013;818
4826;Mammern;2012;Bezirk Frauenfeld;2013;611
4591;Matzingen;2012;Bezirk Frauenfeld;2013;2524
4831;Müllheim;2012;Bezirk Frauenfeld;2013;2787
4601;Neunforn;2012;Bezirk Frauenfeld;2013;950
4864;Steckborn;2012;Bezirk Frauenfeld;2013;3635
4871;Wagenhausen;2012;Bezirk Frauenfeld;2013;1661
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2013;1215
4643;Bottighofen;2013;Bezirk Kreuzlingen;2013;2117
4646;Ermatingen;2013;Bezirk Kreuzlingen;2013;3077
4666;Kemmental;2013;Bezirk Kreuzlingen;2013;2311
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2013;20680
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2013;1223
4701;Wäldi;2013;Bezirk Kreuzlingen;2013;986
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2013;1463
4781;Wängi;2014;Bezirk Münchwilen;2013;4425
4711;Affeltrangen;2015;Bezirk Weinfelden;2013;2387
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2013;1303
4911;Bürglen;2015;Bezirk Weinfelden;2013;3455
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2013;3356
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2013;823
4411;Egnach;2011;Bezirk Arbon;2012;4313
4426;Kesswil;2011;Bezirk Arbon;2012;1007
4446;Sommeri;2011;Bezirk Arbon;2012;506
4806;Eschenz;2012;Bezirk Frauenfeld;2012;1637
4571;Gachnang;2012;Bezirk Frauenfeld;2012;3492
4811;Herdern;2012;Bezirk Frauenfeld;2012;959
4821;Hüttwilen;2012;Bezirk Frauenfeld;2012;1561
4641;Altnau;2013;Bezirk Kreuzlingen;2012;2061
4643;Bottighofen;2013;Bezirk Kreuzlingen;2012;2110
4651;Gottlieben;2013;Bezirk Kreuzlingen;2012;292
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2012;20349
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2012;4066
4724;Eschlikon;2014;Bezirk Münchwilen;2012;4059
4781;Wängi;2014;Bezirk Münchwilen;2012;4284
4941;Märstetten;2015;Bezirk Weinfelden;2012;2581
4951;Wigoltingen;2015;Bezirk Weinfelden;2012;2243
4791;Wuppenau;2015;Bezirk Weinfelden;2012;1087
4401;Arbon;2011;Bezirk Arbon;2012;13884
4421;Horn;2011;Bezirk Arbon;2012;2579
4431;Roggwil;2011;Bezirk Arbon;2012;2888
4436;Romanshorn;2011;Bezirk Arbon;2012;10254
4441;Salmsach;2011;Bezirk Arbon;2012;1329
4451;Uttwil;2011;Bezirk Arbon;2012;1753
4545;Diessenhofen;2012;Bezirk Frauenfeld;2012;3513
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2012;2536
4816;Homburg;2012;Bezirk Frauenfeld;2012;1471
4590;Hüttlingen;2012;Bezirk Frauenfeld;2012;818
4591;Matzingen;2012;Bezirk Frauenfeld;2012;2556
4601;Neunforn;2012;Bezirk Frauenfeld;2012;953
4611;Thundorf;2012;Bezirk Frauenfeld;2012;1327
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2012;1066
4871;Wagenhausen;2012;Bezirk Frauenfeld;2012;1649
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2012;1212
4646;Ermatingen;2013;Bezirk Kreuzlingen;2012;3021
4656;Güttingen;2013;Bezirk Kreuzlingen;2012;1473
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2012;1145
4846;Raperswilen;2013;Bezirk Kreuzlingen;2012;403
4726;Fischingen;2014;Bezirk Münchwilen;2012;2577
4746;Münchwilen;2014;Bezirk Münchwilen;2012;4997
4761;Sirnach;2014;Bezirk Münchwilen;2012;7317
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2012;1421
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2012;1285
4891;Berg;2015;Bezirk Weinfelden;2012;3186
4471;Bischofszell;2015;Bezirk Weinfelden;2012;5546
4921;Bussnang;2015;Bezirk Weinfelden;2012;2168
4911;Bürglen;2015;Bezirk Weinfelden;2012;3422
4476;Erlen;2015;Bezirk Weinfelden;2012;3233
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2012;3298
4946;Weinfelden;2015;Bezirk Weinfelden;2012;10646
4461;Amriswil;2011;Bezirk Arbon;2012;12503
4406;Dozwil;2011;Bezirk Arbon;2012;660
4416;Hefenhofen;2011;Bezirk Arbon;2012;1218
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2012;1712
4801;Berlingen;2012;Bezirk Frauenfeld;2012;858
4566;Frauenfeld;2012;Bezirk Frauenfeld;2012;23948
4826;Mammern;2012;Bezirk Frauenfeld;2012;615
4831;Müllheim;2012;Bezirk Frauenfeld;2012;2666
4841;Pfyn;2012;Bezirk Frauenfeld;2012;1948
4546;Schlatt;2012;Bezirk Frauenfeld;2012;1624
4864;Steckborn;2012;Bezirk Frauenfeld;2012;3689
4606;Stettfurt;2012;Bezirk Frauenfeld;2012;1140
4666;Kemmental;2013;Bezirk Kreuzlingen;2012;2290
4683;Lengwil;2013;Bezirk Kreuzlingen;2012;1428
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2012;3054
4851;Salenstein;2013;Bezirk Kreuzlingen;2012;1260
4701;Wäldi;2013;Bezirk Kreuzlingen;2012;993
4551;Aadorf;2014;Bezirk Münchwilen;2012;8364
4716;Bettwiesen;2014;Bezirk Münchwilen;2012;1109
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2012;2675
4723;Braunau;2014;Bezirk Münchwilen;2012;711
4741;Lommis;2014;Bezirk Münchwilen;2012;1125
4751;Rickenbach;2014;Bezirk Münchwilen;2012;2593
4786;Wilen;2014;Bezirk Münchwilen;2012;2149
4711;Affeltrangen;2015;Bezirk Weinfelden;2012;2383
4901;Birwinken;2015;Bezirk Weinfelden;2012;1333
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2012;1873
4495;Hohentannen;2015;Bezirk Weinfelden;2012;604
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2012;799
4506;Sulgen;2015;Bezirk Weinfelden;2012;3542
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2012;2129
4401;Arbon;2011;Bezirk Arbon;2011;13647
4416;Hefenhofen;2011;Bezirk Arbon;2011;1185
4421;Horn;2011;Bezirk Arbon;2011;2591
4441;Salmsach;2011;Bezirk Arbon;2011;1323
4545;Diessenhofen;2012;Bezirk Frauenfeld;2011;3457
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2011;2503
4821;Hüttwilen;2012;Bezirk Frauenfeld;2011;1532
4601;Neunforn;2012;Bezirk Frauenfeld;2011;955
4841;Pfyn;2012;Bezirk Frauenfeld;2011;1959
4546;Schlatt;2012;Bezirk Frauenfeld;2011;1599
4864;Steckborn;2012;Bezirk Frauenfeld;2011;3642
4606;Stettfurt;2012;Bezirk Frauenfeld;2011;1129
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2011;1069
4666;Kemmental;2013;Bezirk Kreuzlingen;2011;2272
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2011;1135
4701;Wäldi;2013;Bezirk Kreuzlingen;2011;998
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2011;2624
4724;Eschlikon;2014;Bezirk Münchwilen;2011;3920
4761;Sirnach;2014;Bezirk Münchwilen;2011;7191
4786;Wilen;2014;Bezirk Münchwilen;2011;2125
4711;Affeltrangen;2015;Bezirk Weinfelden;2011;2338
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2011;1278
4495;Hohentannen;2015;Bezirk Weinfelden;2011;618
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2011;778
4946;Weinfelden;2015;Bezirk Weinfelden;2011;10440
4406;Dozwil;2011;Bezirk Arbon;2011;650
4431;Roggwil;2011;Bezirk Arbon;2011;2941
4436;Romanshorn;2011;Bezirk Arbon;2011;10076
4446;Sommeri;2011;Bezirk Arbon;2011;515
4451;Uttwil;2011;Bezirk Arbon;2011;1757
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2011;1678
4801;Berlingen;2012;Bezirk Frauenfeld;2011;833
4806;Eschenz;2012;Bezirk Frauenfeld;2011;1640
4571;Gachnang;2012;Bezirk Frauenfeld;2011;3415
4826;Mammern;2012;Bezirk Frauenfeld;2011;594
4591;Matzingen;2012;Bezirk Frauenfeld;2011;2540
4871;Wagenhausen;2012;Bezirk Frauenfeld;2011;1611
4643;Bottighofen;2013;Bezirk Kreuzlingen;2011;2110
4646;Ermatingen;2013;Bezirk Kreuzlingen;2011;2909
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2011;19808
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2011;2962
4846;Raperswilen;2013;Bezirk Kreuzlingen;2011;401
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2011;3997
4716;Bettwiesen;2014;Bezirk Münchwilen;2011;1082
4726;Fischingen;2014;Bezirk Münchwilen;2011;2554
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2011;1379
4781;Wängi;2014;Bezirk Münchwilen;2011;4226
4921;Bussnang;2015;Bezirk Weinfelden;2011;2151
4911;Bürglen;2015;Bezirk Weinfelden;2011;3356
4476;Erlen;2015;Bezirk Weinfelden;2011;3186
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2011;3316
4941;Märstetten;2015;Bezirk Weinfelden;2011;2585
4951;Wigoltingen;2015;Bezirk Weinfelden;2011;2172
4461;Amriswil;2011;Bezirk Arbon;2011;12315
4411;Egnach;2011;Bezirk Arbon;2011;4312
4426;Kesswil;2011;Bezirk Arbon;2011;980
4566;Frauenfeld;2012;Bezirk Frauenfeld;2011;23527
4811;Herdern;2012;Bezirk Frauenfeld;2011;946
4816;Homburg;2012;Bezirk Frauenfeld;2011;1464
4590;Hüttlingen;2012;Bezirk Frauenfeld;2011;814
4831;Müllheim;2012;Bezirk Frauenfeld;2011;2643
4611;Thundorf;2012;Bezirk Frauenfeld;2011;1326
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2011;1227
4641;Altnau;2013;Bezirk Kreuzlingen;2011;2065
4651;Gottlieben;2013;Bezirk Kreuzlingen;2011;315
4656;Güttingen;2013;Bezirk Kreuzlingen;2011;1446
4683;Lengwil;2013;Bezirk Kreuzlingen;2011;1414
4851;Salenstein;2013;Bezirk Kreuzlingen;2011;1255
4551;Aadorf;2014;Bezirk Münchwilen;2011;8243
4723;Braunau;2014;Bezirk Münchwilen;2011;706
4741;Lommis;2014;Bezirk Münchwilen;2011;1116
4746;Münchwilen;2014;Bezirk Münchwilen;2011;4873
4751;Rickenbach;2014;Bezirk Münchwilen;2011;2554
4891;Berg;2015;Bezirk Weinfelden;2011;3104
4901;Birwinken;2015;Bezirk Weinfelden;2011;1271
4471;Bischofszell;2015;Bezirk Weinfelden;2011;5507
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2011;1820
4506;Sulgen;2015;Bezirk Weinfelden;2011;3469
4791;Wuppenau;2015;Bezirk Weinfelden;2011;1063
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2011;2113
4461;Amriswil;2011;Bezirk Arbon;2010;12134
4421;Horn;2011;Bezirk Arbon;2010;2599
4441;Salmsach;2011;Bezirk Arbon;2010;1303
4451;Uttwil;2011;Bezirk Arbon;2010;1751
4545;Diessenhofen;2012;Bezirk Frauenfeld;2010;3395
4566;Frauenfeld;2012;Bezirk Frauenfeld;2010;23128
4826;Mammern;2012;Bezirk Frauenfeld;2010;584
4831;Müllheim;2012;Bezirk Frauenfeld;2010;2676
4601;Neunforn;2012;Bezirk Frauenfeld;2010;968
4841;Pfyn;2012;Bezirk Frauenfeld;2010;1927
4546;Schlatt;2012;Bezirk Frauenfeld;2010;1601
4611;Thundorf;2012;Bezirk Frauenfeld;2010;1307
4646;Ermatingen;2013;Bezirk Kreuzlingen;2010;2874
4651;Gottlieben;2013;Bezirk Kreuzlingen;2010;307
4656;Güttingen;2013;Bezirk Kreuzlingen;2010;1443
4666;Kemmental;2013;Bezirk Kreuzlingen;2010;2285
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2010;19415
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2010;2867
4716;Bettwiesen;2014;Bezirk Münchwilen;2010;1051
4726;Fischingen;2014;Bezirk Münchwilen;2010;2581
4746;Münchwilen;2014;Bezirk Münchwilen;2010;4765
4471;Bischofszell;2015;Bezirk Weinfelden;2010;5462
4495;Hohentannen;2015;Bezirk Weinfelden;2010;605
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2010;765
4791;Wuppenau;2015;Bezirk Weinfelden;2010;1035
4406;Dozwil;2011;Bezirk Arbon;2010;640
4416;Hefenhofen;2011;Bezirk Arbon;2010;1188
4426;Kesswil;2011;Bezirk Arbon;2010;985
4431;Roggwil;2011;Bezirk Arbon;2010;2884
4436;Romanshorn;2011;Bezirk Arbon;2010;9699
4446;Sommeri;2011;Bezirk Arbon;2010;516
4801;Berlingen;2012;Bezirk Frauenfeld;2010;847
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2010;2477
4816;Homburg;2012;Bezirk Frauenfeld;2010;1488
4590;Hüttlingen;2012;Bezirk Frauenfeld;2010;821
4864;Steckborn;2012;Bezirk Frauenfeld;2010;3497
4606;Stettfurt;2012;Bezirk Frauenfeld;2010;1112
4643;Bottighofen;2013;Bezirk Kreuzlingen;2010;2096
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2010;1119
4851;Salenstein;2013;Bezirk Kreuzlingen;2010;1278
4701;Wäldi;2013;Bezirk Kreuzlingen;2010;987
4551;Aadorf;2014;Bezirk Münchwilen;2010;8047
4724;Eschlikon;2014;Bezirk Münchwilen;2010;3844
4741;Lommis;2014;Bezirk Münchwilen;2010;1101
4761;Sirnach;2014;Bezirk Münchwilen;2010;7039
4786;Wilen;2014;Bezirk Münchwilen;2010;2076
4711;Affeltrangen;2015;Bezirk Weinfelden;2010;2325
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2010;1259
4901;Birwinken;2015;Bezirk Weinfelden;2010;1298
4911;Bürglen;2015;Bezirk Weinfelden;2010;3259
4476;Erlen;2015;Bezirk Weinfelden;2010;3176
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2010;1824
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2010;3288
4941;Märstetten;2015;Bezirk Weinfelden;2010;2480
4946;Weinfelden;2015;Bezirk Weinfelden;2010;10333
4951;Wigoltingen;2015;Bezirk Weinfelden;2010;2155
4401;Arbon;2011;Bezirk Arbon;2010;13512
4411;Egnach;2011;Bezirk Arbon;2010;4303
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2010;1694
4806;Eschenz;2012;Bezirk Frauenfeld;2010;1665
4571;Gachnang;2012;Bezirk Frauenfeld;2010;3423
4811;Herdern;2012;Bezirk Frauenfeld;2010;947
4821;Hüttwilen;2012;Bezirk Frauenfeld;2010;1496
4591;Matzingen;2012;Bezirk Frauenfeld;2010;2529
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2010;1060
4871;Wagenhausen;2012;Bezirk Frauenfeld;2010;1619
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2010;1230
4641;Altnau;2013;Bezirk Kreuzlingen;2010;1980
4683;Lengwil;2013;Bezirk Kreuzlingen;2010;1363
4846;Raperswilen;2013;Bezirk Kreuzlingen;2010;396
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2010;3926
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2010;2618
4723;Braunau;2014;Bezirk Münchwilen;2010;685
4751;Rickenbach;2014;Bezirk Münchwilen;2010;2470
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2010;1382
4781;Wängi;2014;Bezirk Münchwilen;2010;4160
4891;Berg;2015;Bezirk Weinfelden;2010;3067
4921;Bussnang;2015;Bezirk Weinfelden;2010;2109
4506;Sulgen;2015;Bezirk Weinfelden;2010;3397
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2010;2076
4421;Horn;2011;Bezirk Arbon;2009;2584
4431;Roggwil;2011;Bezirk Arbon;2009;2872
4441;Salmsach;2011;Bezirk Arbon;2009;1296
4446;Sommeri;2011;Bezirk Arbon;2009;518
4451;Uttwil;2011;Bezirk Arbon;2009;1711
4806;Eschenz;2012;Bezirk Frauenfeld;2009;1655
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2009;2394
4566;Frauenfeld;2012;Bezirk Frauenfeld;2009;22878
4821;Hüttwilen;2012;Bezirk Frauenfeld;2009;1450
4591;Matzingen;2012;Bezirk Frauenfeld;2009;2530
4831;Müllheim;2012;Bezirk Frauenfeld;2009;2629
4841;Pfyn;2012;Bezirk Frauenfeld;2009;1933
4864;Steckborn;2012;Bezirk Frauenfeld;2009;3461
4606;Stettfurt;2012;Bezirk Frauenfeld;2009;1099
4611;Thundorf;2012;Bezirk Frauenfeld;2009;1296
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2009;1052
4871;Wagenhausen;2012;Bezirk Frauenfeld;2009;1603
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2009;1202
4851;Salenstein;2013;Bezirk Kreuzlingen;2009;1256
4716;Bettwiesen;2014;Bezirk Münchwilen;2009;1054
4723;Braunau;2014;Bezirk Münchwilen;2009;677
4724;Eschlikon;2014;Bezirk Münchwilen;2009;3808
4741;Lommis;2014;Bezirk Münchwilen;2009;1086
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2009;1380
4786;Wilen;2014;Bezirk Münchwilen;2009;2056
4711;Affeltrangen;2015;Bezirk Weinfelden;2009;2288
4471;Bischofszell;2015;Bezirk Weinfelden;2009;5536
4476;Erlen;2015;Bezirk Weinfelden;2009;3135
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2009;1789
4495;Hohentannen;2015;Bezirk Weinfelden;2009;593
4941;Märstetten;2015;Bezirk Weinfelden;2009;2454
4946;Weinfelden;2015;Bezirk Weinfelden;2009;10141
4406;Dozwil;2011;Bezirk Arbon;2009;608
4411;Egnach;2011;Bezirk Arbon;2009;4277
4426;Kesswil;2011;Bezirk Arbon;2009;981
4801;Berlingen;2012;Bezirk Frauenfeld;2009;839
4816;Homburg;2012;Bezirk Frauenfeld;2009;1463
4590;Hüttlingen;2012;Bezirk Frauenfeld;2009;829
4601;Neunforn;2012;Bezirk Frauenfeld;2009;986
4646;Ermatingen;2013;Bezirk Kreuzlingen;2009;2877
4651;Gottlieben;2013;Bezirk Kreuzlingen;2009;309
4666;Kemmental;2013;Bezirk Kreuzlingen;2009;2229
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2009;18933
4846;Raperswilen;2013;Bezirk Kreuzlingen;2009;402
4701;Wäldi;2013;Bezirk Kreuzlingen;2009;998
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2009;2575
4746;Münchwilen;2014;Bezirk Münchwilen;2009;4760
4751;Rickenbach;2014;Bezirk Münchwilen;2009;2510
4761;Sirnach;2014;Bezirk Münchwilen;2009;6929
4781;Wängi;2014;Bezirk Münchwilen;2009;4067
4891;Berg;2015;Bezirk Weinfelden;2009;3050
4901;Birwinken;2015;Bezirk Weinfelden;2009;1296
4921;Bussnang;2015;Bezirk Weinfelden;2009;2079
4911;Bürglen;2015;Bezirk Weinfelden;2009;3213
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2009;3307
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2009;770
4951;Wigoltingen;2015;Bezirk Weinfelden;2009;2123
4791;Wuppenau;2015;Bezirk Weinfelden;2009;1021
4461;Amriswil;2011;Bezirk Arbon;2009;11894
4401;Arbon;2011;Bezirk Arbon;2009;13430
4416;Hefenhofen;2011;Bezirk Arbon;2009;1189
4436;Romanshorn;2011;Bezirk Arbon;2009;9606
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2009;1699
4545;Diessenhofen;2012;Bezirk Frauenfeld;2009;3314
4571;Gachnang;2012;Bezirk Frauenfeld;2009;3423
4811;Herdern;2012;Bezirk Frauenfeld;2009;981
4826;Mammern;2012;Bezirk Frauenfeld;2009;584
4546;Schlatt;2012;Bezirk Frauenfeld;2009;1601
4641;Altnau;2013;Bezirk Kreuzlingen;2009;1981
4643;Bottighofen;2013;Bezirk Kreuzlingen;2009;2079
4656;Güttingen;2013;Bezirk Kreuzlingen;2009;1429
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2009;1108
4683;Lengwil;2013;Bezirk Kreuzlingen;2009;1367
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2009;2768
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2009;3763
4551;Aadorf;2014;Bezirk Münchwilen;2009;7980
4726;Fischingen;2014;Bezirk Münchwilen;2009;2562
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2009;1298
4506;Sulgen;2015;Bezirk Weinfelden;2009;3420
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2009;2042
4411;Egnach;2011;Bezirk Arbon;2008;4245
4416;Hefenhofen;2011;Bezirk Arbon;2008;1179
4421;Horn;2011;Bezirk Arbon;2008;2548
4451;Uttwil;2011;Bezirk Arbon;2008;1652
4566;Frauenfeld;2012;Bezirk Frauenfeld;2008;22583
4811;Herdern;2012;Bezirk Frauenfeld;2008;950
4591;Matzingen;2012;Bezirk Frauenfeld;2008;2504
4601;Neunforn;2012;Bezirk Frauenfeld;2008;956
4546;Schlatt;2012;Bezirk Frauenfeld;2008;1595
4606;Stettfurt;2012;Bezirk Frauenfeld;2008;1109
4871;Wagenhausen;2012;Bezirk Frauenfeld;2008;1611
4641;Altnau;2013;Bezirk Kreuzlingen;2008;1945
4656;Güttingen;2013;Bezirk Kreuzlingen;2008;1418
4666;Kemmental;2013;Bezirk Kreuzlingen;2008;2207
4683;Lengwil;2013;Bezirk Kreuzlingen;2008;1284
4551;Aadorf;2014;Bezirk Münchwilen;2008;7823
4716;Bettwiesen;2014;Bezirk Münchwilen;2008;1061
4723;Braunau;2014;Bezirk Münchwilen;2008;673
4741;Lommis;2014;Bezirk Münchwilen;2008;1068
4781;Wängi;2014;Bezirk Münchwilen;2008;4100
4901;Birwinken;2015;Bezirk Weinfelden;2008;1303
4911;Bürglen;2015;Bezirk Weinfelden;2008;3164
4495;Hohentannen;2015;Bezirk Weinfelden;2008;620
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2008;3290
4941;Märstetten;2015;Bezirk Weinfelden;2008;2429
4506;Sulgen;2015;Bezirk Weinfelden;2008;3415
4946;Weinfelden;2015;Bezirk Weinfelden;2008;9977
4406;Dozwil;2011;Bezirk Arbon;2008;573
4426;Kesswil;2011;Bezirk Arbon;2008;973
4436;Romanshorn;2011;Bezirk Arbon;2008;9455
4441;Salmsach;2011;Bezirk Arbon;2008;1290
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2008;1657
4801;Berlingen;2012;Bezirk Frauenfeld;2008;830
4545;Diessenhofen;2012;Bezirk Frauenfeld;2008;3231
4806;Eschenz;2012;Bezirk Frauenfeld;2008;1632
4821;Hüttwilen;2012;Bezirk Frauenfeld;2008;1433
4826;Mammern;2012;Bezirk Frauenfeld;2008;577
4864;Steckborn;2012;Bezirk Frauenfeld;2008;3471
4643;Bottighofen;2013;Bezirk Kreuzlingen;2008;2068
4646;Ermatingen;2013;Bezirk Kreuzlingen;2008;2835
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2008;18433
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2008;1117
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2008;2648
